,i,a,e,f,g
47,4.576472023020315,6978.0000080404925,1.1522632137554165e-09,3.1763735522036263e-22,0.0
48,4.576472023010672,6978.000008181076,1.172409839781762e-09,-2.9116757561866574e-22,0.0
49,4.5764720230010285,6978.00000832166,1.192556734173271e-09,2.9116757561866574e-22,-9.094947017729282e-13
50,4.576472022991386,6978.000008462245,1.2127035252371411e-09,-5.823351512373315e-22,0.0
51,4.576472022981742,6978.000008602829,1.2328503086785276e-09,-5.293955920339377e-23,0.0
52,4.576472022972098,6978.000008743414,1.2529971122891765e-09,5.029258124322408e-22,0.0
53,4.576472022962455,6978.000008883999,1.2731440525953644e-09,-3.970466940254533e-22,0.0
54,4.576472022952811,6978.000009024582,1.293290602752762e-09,2.9116757561866574e-22,0.0
55,4.576472022943168,6978.000009165167,1.3134375850875106e-09,-5.558653716356346e-22,0.0
56,4.576472022933524,6978.0000093057515,1.3335844241943333e-09,-2.6469779601696886e-23,-9.094947017729282e-13
57,4.5764720229238804,6978.000009446337,1.3537312643443684e-09,4.235164736271502e-22,0.0
58,4.5764720229142375,6978.000009586921,1.3738780029817053e-09,-3.1763735522036263e-22,0.0
59,4.576472022904594,6978.000009727506,1.3940249950369124e-09,1.852884572118782e-22,-9.094947017729282e-13
60,4.576472022894951,6978.00000986809,1.414171755305112e-09,-5.823351512373315e-22,0.0
61,4.576472022885307,6978.0000100086745,1.434318525203241e-09,-7.940933880509066e-23,0.0
62,4.576472022875663,6978.00001014926,1.454465418295753e-09,3.970466940254533e-22,0.0
63,4.57647202286602,6978.000010289845,1.4746123295184214e-09,-4.764560328305439e-22,0.0
64,4.576472022856376,6978.00001043043,1.4947592559613905e-09,-2.6469779601696886e-23,0.0
65,4.576472022846732,6978.000010571015,1.514906197653459e-09,3.970466940254533e-22,0.0
66,4.576472022837089,6978.000010711599,1.5350530049571908e-09,-2.9116757561866574e-22,0.0
67,4.576472022827446,6978.0000108521845,1.555199808269967e-09,1.5881867761018131e-22,0.0
68,4.576472022817803,6978.00001099277,1.5753467711973458e-09,-6.88214269644119e-22,0.0
69,4.576472022808159,6978.000011133355,1.5954937525151717e-09,-2.117582368135751e-22,-9.094947017729282e-13
70,4.576472022798515,6978.00001127394,1.6156406134901615e-09,1.5881867761018131e-22,0.0
71,4.576472022788872,6978.000011414525,1.6357876009929528e-09,-6.352747104407253e-22,-9.094947017729282e-13
72,4.576472022779228,6978.000011555109,1.6559343240065348e-09,-5.293955920339377e-23,0.0
73,4.576472022769584,6978.000011695695,1.676081340162688e-09,3.705769144237564e-22,-9.094947017729282e-13
74,4.576472022759941,6978.0000118362805,1.6962282361521877e-09,-5.558653716356346e-22,0.0
75,4.5764720227502975,6978.000011976866,1.7163751369022755e-09,-5.293955920339377e-23,0.0
76,4.576472022740654,6978.000012117452,1.7365221728187568e-09,2.9116757561866574e-22,0.0
77,4.576472022731011,6978.000012258037,1.7566690886905571e-09,-5.823351512373315e-22,-9.094947017729282e-13
78,4.576472022721367,6978.000012398622,1.7768160317602997e-09,-1.3234889800848443e-22,0.0
79,4.576472022711723,6978.000012539207,1.7969629574632444e-09,3.441071348220595e-22,0.0
80,4.57647202270208,6978.000012679793,1.817110026923191e-09,-5.823351512373315e-22,-9.094947017729282e-13
